Name,Purpose,Country,International Code,Ownership,Flavor Tags,Aroma Profile,Alpha Acid Low,Alpha Acid High,Alpha Acid Avg,Beta Acid Low,Beta Acid High,Beta Acid Avg,Alpha-Beta Ratio Low,Alpha-Beta Ratio High,Alpha-Beta Ratio Avg,Co-Humulone Low,Co-Humulone High,Co-Humulone Avg,Total Oils Low,Total Oils High,Total Oils Avg,Myrcene,Humulene Low,Humulene High,Humulene Avg,Caryophyllene Low,Caryophyllene High,Caryophyllene Avg,Farnesene,All Others Low,All Others High,Cultivar/Brand ID,Myrcene Low,Myrcene High,Myrcene Avg,Farnesene Low,Farnesene High,Farnesene Avg,Hop Storage Index Low,Hop Storage Index High,Co-Humulone,Total Oils,Beta Acid,Caryophyllene,Hop Storage Index Avg,Humulene
Perle (US) Hop,Dual,United States of America (USA),PER,,"['slightly_spicy', 'herbal', 'floral']","{'Citrus': 1.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 3.0, 'Berry': 3.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 3.0, 'Resin / Pine': 1.0}",4.0,9.0,6.5,2.5,4.5,3.5,1.0,4.0,2.0,28.0,35.0,31.5,0.5,2.0,1.3,,28.0,34.0,31.0,12.0,16.0,14.0,,4.0,30.0,66/13/13,30.0,45.0,37.5,0.0,1.0,0.5,,,,,,,,
Petoskey Hop,Aroma,United States of America (USA),,™ Great Lake Hops,"['floral', 'pungent', 'pineapple']",,12.1,12.1,,6.16,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,
Prussian Hop,Aroma,United States of America (USA),,™ Great Lake Hops,"['lemon', 'pine']",,4.29,4.3,,2.73,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,
Saaz (US) Hop,Aroma,United States of America (USA),SAZ,,"['slightly_spicy', 'earthy', 'noble']","{'Citrus': 3.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 4.0, 'Resin / Pine': 4.0}",3.0,4.5,3.8,3.0,4.5,3.8,1.0,2.0,1.0,24.0,28.0,26.0,0.5,1.0,0.8,,35.0,40.0,37.5,9.0,11.0,10.0,,6.0,22.0,,25.0,30.0,27.5,9.0,13.0,11.0,25.0,0.25,,,,,,
Sabro Hop,Aroma,United States of America (USA),SAB,™ Hop Breeding Company,"['citrus', 'tangerine', 'coconut', 'tropical_fruit', 'stone_fruit', 'cedar', 'mint', 'cream', 'herbal']","{'Citrus': 3.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 1.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 1.0, 'Resin / Pine': 0.0}",12.0,17.0,14.5,4.0,7.0,5.5,2.0,4.0,3.0,20.0,24.0,22.0,1.8,3.5,2.7,,7.0,14.0,10.5,7.0,11.0,9.0,,6.0,36.0,HBC-438,50.0,68.0,59.0,0.0,1.0,0.5,24.0,0.242,,,,,,
Samba Hop,Aroma,United States of America (USA),,,"['tropical_fruit', 'pineapple', 'mango', 'stone_fruit', 'candy', 'orange']","{'Citrus': 4.0, 'Tropical Fruit': 5.0, 'Stone Fruit': 3.0, 'Berry': 0.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 1.0, 'Resin / Pine': 0.0}",8.0,12.0,10.0,4.0,6.0,5.0,1.0,3.0,2.0,28.0,32.0,30.0,1.5,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Santiam Hop,Aroma,United States of America (USA),SNT,,"['floral', 'spicy', 'black_pepper']",,5.0,8.5,6.8,5.3,8.5,6.9,1.0,2.0,1.0,18.0,24.0,21.0,1.0,2.2,1.6,,20.0,30.0,25.0,6.0,9.0,7.5,,18.0,45.0,,15.0,25.0,20.0,14.0,18.0,16.0,45.0,0.4,,,,,0.5,
Satus Hop,Bittering,United States of America (USA),SAT,® Yakima Chief Ranches,"['citrus', 'clean']",,12.0,14.5,13.3,8.5,9.0,8.8,1.0,2.0,2.0,32.0,35.0,33.5,1.5,2.8,2.2,,15.0,20.0,17.5,7.0,10.0,8.5,,24.0,38.0,YCR 7,40.0,45.0,42.5,0.0,1.0,0.5,,,,,,,,
Saugatuck Hop,Aroma,United States of America (USA),,™ Great Lake Hops,,,5.4,5.4,,3.27,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,
Sequoia Blend Hop,Aroma,United States of America (USA),,™ BSG,"['mango', 'pineapple', 'pine']","{'Citrus': 3.0, 'Tropical Fruit': 5.0, 'Stone Fruit': 0.0, 'Berry': 2.0, 'Floral': 2.0, 'Grassy': 2.0, 'Herbal': 0.0, 'Spice': 1.0, 'Resin / Pine': 2.0}",9.0,12.0,10.5,3.5,5.5,4.5,2.0,3.0,3.0,28.0,32.0,30.0,1.5,2.5,2.0,,,,,5.0,9.0,7.0,,6.0,28.0,HS-1228,55.0,65.0,60.0,12.0,20.0,16.0,,,,,,,,Unknown
Shaddock Hop,Aroma,United States of America (USA),,™ Great Lake Hops,"['lime', 'grapefruit', 'onion', 'garlic']",,4.96,5.0,,3.59,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,
Simcoe Hop,Dual,United States of America (USA),SIM,® Yakima Valley Ranches,"['fruity', 'earthy', 'grapefruit', 'passion_fruit', 'pine', 'berry', 'apricot', 'bubblegum', 'citrus']","{'Citrus': 4.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 1.0, 'Berry': 5.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 2.0, 'Resin / Pine': 2.0}",11.0,15.0,13.0,3.0,5.0,4.0,2.0,5.0,4.0,15.0,21.0,18.0,0.8,3.2,2.0,,15.0,20.0,17.5,8.0,14.0,11.0,,15.0,37.0,YCR 14,40.0,50.0,45.0,0.0,1.0,0.5,27.0,0.268,,,,,,
Sitiva Blend Hop,Aroma,United States of America (USA),,™ BSG,"['stone_fruit', 'floral', 'peach', 'lime']","{'Citrus': 4.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 3.0, 'Berry': 1.0, 'Floral': 4.0, 'Grassy': 1.0, 'Herbal': 1.0, 'Spice': 2.0, 'Resin / Pine': 1.0}",7.2,7.6,7.4,4.2,4.5,4.4,2.0,2.0,2.0,27.0,28.0,27.5,0.9,0.9,,,10.0,11.0,10.5,,,,,21.0,31.0,,50.0,58.0,54.0,9.0,10.0,9.5,,,,,,Unknown,,
Sonnet Hop,Aroma,United States of America (USA),SON,"® Virgil Gamache Farms, Inc.","['honeysuckle', 'citrus', 'sweet', 'lemon', 'floral', 'earthy', 'grass', 'honey', 'oak']","{'Citrus': 1.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 1.0, 'Berry': 0.0, 'Floral': 3.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",2.6,7.4,5.0,2.0,3.7,2.9,1.0,4.0,2.0,,,,0.2,1.0,0.6,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
Sterling Hop,Aroma,United States of America (USA),STR,,"['noble', 'herbal', 'spicy', 'floral']","{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 1.0, 'Herbal': 3.0, 'Spice': 2.0, 'Resin / Pine': 0.0}",5.5,8.5,7.0,4.0,6.0,5.0,1.0,2.0,2.0,22.0,28.0,25.0,1.0,2.0,1.5,,16.0,18.0,17.0,5.0,8.0,6.5,,10.0,29.0,9043-52,35.0,45.0,40.0,15.0,19.0,17.0,27.0,0.27,,,,,,
Sticky Fingers Blend Hop,Dual,United States of America (USA),,,"['fruity', 'earthy', 'spicy', 'dank']",,11.92,11.9,,4.59,4.6,,,,,28.0,29.0,28.5,0.84,0.8,,,,,,,,,,,,,,,,,,,34.0,0.339,,,,,,
Stirling Hop,Dual,United States of America (USA),,,"['herbal', 'citus', 'spicy', 'floral']",,6.0,12.0,9.0,4.0,6.0,5.0,1.0,3.0,2.0,21.0,28.0,24.5,1.3,1.9,1.6,,19.0,23.0,21.0,5.0,7.0,6.0,,5.0,21.0,,44.0,48.0,46.0,11.0,17.0,14.0,70.0,0.7,,,,,,
Strata Hop,Dual,United States of America (USA),STT,™ Indie Hops,"['cannabis', 'grapefruit', 'passion_fruit', 'strawberry', 'dank', 'musty']","{'Citrus': 4.0, 'Tropical Fruit': 5.0, 'Stone Fruit': 4.0, 'Berry': 1.0, 'Floral': 2.0, 'Grassy': 1.0, 'Herbal': 2.0, 'Spice': 2.0, 'Resin / Pine': 3.0}",11.0,12.5,11.8,5.0,7.0,6.0,2.0,3.0,2.0,21.0,21.0,,2.3,3.5,2.9,,22.0,30.0,26.0,5.0,13.0,9.0,,0.0,21.0,"X-331, OR91331",52.0,65.0,58.5,0.0,1.0,0.5,,,,,,,,
Sultana (Denali) Hop,Dual,United States of America (USA),SUL,™ Hopsteiner,"['pineapple', 'citrus', 'pine', 'spicy', 'lemon', 'tropical_fruit']","{'Citrus': 4.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 2.0, 'Berry': 1.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 1.0, 'Resin / Pine': 3.0}",13.0,16.0,14.5,3.5,7.0,5.3,2.0,5.0,3.0,22.0,26.0,24.0,2.5,4.5,3.5,,15.0,17.0,16.0,5.0,7.0,6.0,,20.0,26.0,06277,54.0,55.0,54.5,0.0,1.0,0.5,,,,,,,,
Summit Hop,Bittering,United States of America (USA),SUM,™ American Dwarf Hop Association,"['black_pepper', 'anise', 'incense', 'orange', 'grapefruit', 'tangerine', 'earthy', 'citrus', 'onion', 'garlic', 'dank', 'cannabis']","{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 4.0, 'Spice': 4.0, 'Resin / Pine': 0.0}",15.0,17.5,16.3,4.0,6.5,5.3,2.0,4.0,3.0,26.0,33.0,29.5,1.5,3.0,2.3,,18.0,22.0,20.0,12.0,16.0,14.0,,21.0,40.0,AD24-002 ,30.0,40.0,35.0,0.0,1.0,0.5,15.0,0.15,,,,,,
Sun Hop,Bittering,United States of America (USA),,Hopsteiner,['herbal'],,12.0,16.0,14.0,4.5,7.0,5.8,2.0,4.0,3.0,30.0,40.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,
Sunbeam Hop,Aroma,United States of America (USA),,,,,4.0,5.0,4.5,2.5,2.5,,,,,36.0,36.0,,0.8,1.3,1.1,,13.0,15.0,14.0,3.0,5.0,4.0,,16.0,24.0,,55.0,57.0,56.0,5.0,7.0,6.0,,,,,,,,
Super Galena Hop,Bittering,United States of America (USA),SGA,™ Hopsteiner,"['grassy', 'spicy', 'pear', 'pineapple', 'grapefruit', 'gooseberry', 'honey', 'juniper']","{'Citrus': 1.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 1.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 4.0, 'Resin / Pine': 1.0}",13.0,16.0,14.5,8.0,10.0,9.0,1.0,2.0,2.0,35.0,40.0,37.5,0.8,2.5,1.7,,,,,,,,Unknown,40.0,55.0,99008,45.0,60.0,52.5,,,,,,,,,Unknown,,Unknown
Tahoma Hop,Aroma,United States of America (USA),TAH,,"['citrus', 'lemon', 'grapefruit', 'cedar', 'pine', 'spicy', 'orange', 'woody']","{'Citrus': 3.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 3.0, 'Resin / Pine': 1.0}",7.0,8.2,7.6,8.5,9.5,9.0,1.0,1.0,1.0,15.0,17.0,16.0,1.0,2.0,1.5,,9.0,11.0,10.0,2.0,4.0,3.0,,12.0,22.0,,67.0,72.0,69.5,0.0,1.0,0.5,31.0,0.307,,,,,,
Talisman Hop,Dual,United States of America (USA),TLN,,,,5.7,8.0,6.9,2.8,3.6,3.2,2.0,3.0,2.0,53.0,53.0,,0.7,0.7,,,3.0,5.0,4.0,5.0,6.0,5.5,,19.0,25.0,,67.0,69.0,68.0,0.0,1.0,0.5,,,,,,,,
Talus Hop,Aroma,United States of America (USA),,™ Hop Breeding Company,"['grapefruit', 'citrus', 'rose', 'pine', 'resin', 'tropical_fruit', 'sage', 'potpourri', 'floral', 'cream', 'stone_fruit', 'woody']","{'Citrus': 3.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 1.0, 'Berry': 1.0, 'Floral': 3.0, 'Grassy': 1.0, 'Herbal': 2.0, 'Spice': 0.0, 'Resin / Pine': 1.0}",8.1,9.5,8.8,8.3,10.2,9.3,1.0,1.0,1.0,34.0,39.0,36.5,1.0,2.7,1.9,,16.0,21.0,18.5,9.0,13.0,11.0,,15.0,35.0,HBC 692,40.0,50.0,45.0,0.0,1.0,0.5,,,,,,,,
Teamaker Hop,Aroma,United States of America (USA),,,"['subtle', 'floral']",,0.6,1.8,1.2,5.4,13.2,9.3,0.0,0.0,0.0,,,,0.98,1.0,,,1.0,2.0,1.5,11.0,13.0,12.0,,23.0,29.0,,59.0,61.0,60.0,0.0,1.0,0.5,,,Unknown,,,,,
Tettnang (US) Hop,Aroma,United States of America (USA),TET,,"['noble', 'spicy', 'grassy']","{'Citrus': 1.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 3.0, 'Resin / Pine': 3.0}",2.5,5.5,4.0,3.0,5.0,4.0,1.0,2.0,1.0,20.0,28.0,24.0,0.5,0.9,0.7,,18.0,23.0,20.5,6.0,7.0,6.5,,17.0,41.0,,30.0,45.0,37.5,5.0,8.0,6.5,,,,,,,,
Tillicum Hop,Bittering,United States of America (USA),TIL,"® John I. Haas, Inc.","['stone_fruit', 'citrus']",,13.5,15.5,14.5,9.5,11.5,10.5,1.0,2.0,1.0,35.0,35.0,,1.5,1.5,,,13.0,15.0,14.0,7.0,8.0,7.5,,35.0,41.0,H87207-2,39.0,41.0,40.0,0.0,1.0,0.5,,,,,,,,
TNT Blend Hop,Aroma,United States of America (USA),,™ BarthHaas,"['fruity', 'citrus', 'green_fruit']",,11.5,13.0,12.3,,,,,,,,,,1.3,1.5,1.4,,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,,
Tomahawk Hop,Dual,United States of America (USA),TOM,® Yakima Chief Hops,"['citrus', 'black_pepper', 'licorice', 'curry', 'onion']","{'Citrus': 1.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 4.0, 'Resin / Pine': 0.0}",15.0,17.5,16.3,4.5,6.0,5.3,3.0,4.0,3.0,28.0,35.0,31.5,2.5,4.5,3.5,,9.0,14.0,11.5,6.0,10.0,8.0,,20.0,40.0,F10 CV,45.0,55.0,50.0,0.0,1.0,0.5,,,,,,,,
Trident Hop,Dual,United States of America (USA),,™ Hopsteiner,"['fruity', 'citrus', 'tropical_fruit', 'passion_fruit']","{'Citrus': 4.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 4.0, 'Berry': 2.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 1.0, 'Resin / Pine': 1.0}",11.0,14.0,12.5,4.0,5.0,4.5,2.0,4.0,3.0,20.0,30.0,25.0,1.5,3.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,
TriplePearl Hop,Dual,United States of America (USA),TRP,,"['orange', 'citrus', 'zest', 'melon', 'resin', 'spicy', 'black_pepper', 'sandalwood', 'cedar', 'floral']",,10.0,11.2,10.6,3.3,4.2,3.8,2.0,3.0,3.0,21.0,55.0,38.0,0.8,1.8,1.3,,7.0,11.0,9.0,3.0,5.0,4.0,,28.0,51.0,,39.0,55.0,47.0,0.0,1.0,0.5,28.0,0.28,,,,,,
Triumph Hop,Dual,United States of America (USA),TRI,,"['spicy', 'pine', 'orange', 'peach', 'lime', 'fruity', 'citrus']","{'Citrus': 2.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 3.0, 'Floral': 3.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 4.0, 'Resin / Pine': 4.0}",9.0,12.0,10.5,3.0,5.0,4.0,2.0,4.0,3.0,22.0,26.0,24.0,0.8,1.8,1.3,,28.0,34.0,31.0,8.0,10.0,9.0,,15.0,39.0,USDA NUG-033,25.0,40.0,32.5,0.0,1.0,0.5,26.0,0.26,,,,,,
Tropica Hop,Dual,United States of America (USA),,,"['pineapple', 'mandarin', 'orange', 'tropical_fruit', 'dank']",,8.8,8.8,,3.0,3.0,,,,,,,,1.4,1.4,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
Ultra Hop,Aroma,United States of America (USA),ULT,,"['mild', 'pleasant', 'floral']",,3.0,9.7,6.4,3.6,5.0,4.3,1.0,3.0,2.0,25.0,35.0,30.0,0.8,1.5,1.2,,10.0,15.0,12.5,6.0,9.0,7.5,,15.0,34.0,8305-17,50.0,60.0,55.0,0.0,1.0,0.5,,,,,,,,
USDA 008 Hop,Dual,United States of America (USA),,,"['floral', 'citrus', 'sweet_fruit', 'peach', 'mango', 'stonefruit']","{'Citrus': 1.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 2.0, 'Berry': 1.0, 'Floral': 1.0, 'Grassy': 1.0, 'Herbal': 2.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",10.1,11.1,10.6,2.7,3.3,3.0,3.0,4.0,4.0,25.0,26.0,25.5,1.6,1.7,1.7,,48.0,49.0,48.5,16.0,17.0,16.5,,26.0,30.0,,6.0,7.0,6.5,0.0,1.0,0.5,32.0,0.317,,,,,,
Vanguard Hop,Aroma,United States of America (USA),VAN,,"['woody', 'tobacco', 'pleasant', 'grassy', 'cedar']","{'Citrus': 2.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 3.0, 'Berry': 3.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",4.0,6.5,5.3,5.5,7.0,6.3,1.0,1.0,1.0,14.0,20.0,17.0,0.4,1.0,0.7,,49.0,55.0,52.0,13.0,17.0,15.0,,12.0,33.0,,5.0,15.0,10.0,0.0,1.0,0.5,,,,,,,,
Vista Hop,Dual,United States of America (USA),VTA,,"['tropical_fruit', 'tangerine', 'melon', 'pear', 'green_tea', 'citrus', 'sweet', 'floral']","{'Citrus': 4.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 1.0, 'Berry': 0.0, 'Floral': 1.0, 'Grassy': 1.0, 'Herbal': 2.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",8.0,12.0,10.0,3.5,5.5,4.5,1.0,3.0,2.0,29.0,31.0,30.0,0.8,2.2,1.5,,18.0,22.0,20.0,10.0,14.0,12.0,,23.0,42.0,USDA 2006009-074,30.0,40.0,35.0,0.0,1.0,0.5,,,,,,,,
Walhalla Hop,Aroma,United States of America (USA),,™ Great Lake Hops,"['citrus', 'garlic', 'grassy', 'herbal']",,5.97,10.0,8.0,3.75,6.0,4.9,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,
Warrior Hop,Dual,United States of America (USA),WAR,® Yakima Chief Ranches,"['pine', 'mild', 'resin']","{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 3.0, 'Resin / Pine': 3.0}",14.5,18.0,16.3,4.3,6.0,5.2,2.0,4.0,3.0,22.0,26.0,24.0,1.0,2.5,1.8,,15.0,18.0,16.5,11.0,14.0,12.5,,17.0,34.0,YCR 5,40.0,50.0,45.0,0.0,1.0,0.5,24.0,0.24,,,,,,
Wild Wolf Hop,Dual,United States of America (USA),,,"['fruity', 'herbal', 'earthy']",,8.25,8.3,,5.88,5.9,,,,,,,,0.32,0.3,,,,,,,,,,,,,,,,,,,30.0,0.303,Unknown,,,,,
Willamette Hop,Dual,United States of America (USA),WIL,,"['citrus', 'incense', 'elderberry', 'caramel', 'curry', 'floral']","{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 4.0, 'Resin / Pine': 1.0}",4.0,7.2,5.6,3.0,4.5,3.8,1.0,2.0,2.0,28.0,35.0,31.5,0.6,1.6,1.1,,20.0,27.0,23.5,7.0,8.0,7.5,,19.0,38.0,6761-117,30.0,40.0,35.0,5.0,6.0,5.5,38.0,0.35,,,,,0.4,
X13459 Hop,Aroma,United States of America (USA),,™ Hopsteiner,"['floral', 'tropical_fruit', 'peach', 'citrus', 'strawberry']","{'Citrus': 4.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 3.0, 'Berry': 3.0, 'Floral': 4.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",3.0,5.5,4.3,4.0,5.0,4.5,1.0,1.0,1.0,21.0,24.0,22.5,0.8,2.0,1.4,,,,,,,,,,,X13459,,,,,,,,,,,,,,
Yakima Cluster Hop,Bittering,United States of America (USA),,,"['earthy', 'floral', 'sweet', 'fruity']",,4.4,9.8,7.1,3.0,6.1,4.6,1.0,3.0,2.0,39.0,42.0,40.5,0.24,0.9,0.6,,17.0,19.0,18.0,6.0,7.0,6.5,,18.0,32.0,USDA 65102,45.0,55.0,50.0,0.0,1.0,0.5,,,,,,,,
Yakima Gold Hop,Dual,United States of America (USA),YKG,,"['smooth', 'grapefruit', 'lemon']",,7.0,8.0,7.5,3.5,4.5,4.0,2.0,2.0,2.0,21.0,23.0,22.0,0.5,1.5,1.0,,18.0,24.0,21.0,5.0,9.0,7.0,,10.0,34.0,,35.0,45.0,40.0,8.0,12.0,10.0,32.0,0.316,,,,,,
YQH-1380 Hop,Dual,United States of America (USA),Y20,YQH,"['pineapple', 'guava', 'lime', 'peach', 'orange']","{'Citrus': 3.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 4.0, 'Berry': 1.0, 'Floral': 1.0, 'Grassy': 1.0, 'Herbal': 1.0, 'Spice': 3.0, 'Resin / Pine': 0.0}",9.3,11.0,10.2,6.8,7.0,6.9,1.0,2.0,1.0,32.0,33.0,32.5,1.3,2.0,1.7,,9.0,10.0,9.5,4.0,5.0,4.5,,16.0,20.0,YQH-1320,67.0,68.0,67.5,0.0,1.0,0.5,,,,,,,,
Zamba Blend Hop,Aroma,United States of America (USA),,™ BSG,"['mango', 'stone_fruit', 'orange', 'tangerine', 'pineapple']","{'Citrus': 4.0, 'Tropical Fruit': 5.0, 'Stone Fruit': 3.0, 'Berry': 0.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 1.0, 'Resin / Pine': 0.0}",8.0,12.0,10.0,4.0,6.0,5.0,1.0,3.0,2.0,28.0,32.0,30.0,1.5,2.5,2.0,,9.0,13.0,11.0,5.0,8.0,6.5,,5.0,25.0,HS-1214,60.0,70.0,65.0,1.0,4.0,2.5,,,,,,,,
Zappa Hop,Aroma,United States of America (USA),ZAP,™ CLS Farms,"['mint', 'savory', 'fruity', 'mango', 'passion_fruit', 'tropical_fruit', 'citrus', 'pine', 'spicy', 'fresh']","{'Citrus': 1.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 3.0, 'Berry': 1.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 2.0, 'Resin / Pine': 1.0}",6.0,9.0,7.5,8.0,9.0,8.5,1.0,1.0,1.0,40.0,45.0,42.5,1.8,2.5,2.2,,4.0,5.0,4.5,8.0,9.0,8.5,,20.0,24.0,FZMR2,64.0,65.0,64.5,0.0,1.0,0.5,,,,,,,,
Zenia Hop,Dual,United States of America (USA),,Mighty Axe Hops,"['dank', 'resin', 'orange', 'onion', 'citrus', 'fruity', 'pine', 'marmalade', 'garlic']",,11.0,14.0,12.5,4.4,5.1,4.8,2.0,3.0,3.0,,,,0.7,2.5,1.6,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
Zenith Hop,Bittering,United States of America (USA),,,"['floral', 'citrus']",,9.0,11.0,10.0,3.0,3.0,,,,,25.0,25.0,,1.8,1.8,,,18.0,20.0,19.0,6.0,7.0,6.5,,19.0,25.0,,51.0,53.0,52.0,0.0,1.0,0.5,,,,,,,,
Zeus Hop,Bittering,United States of America (USA),ZEU,,"['black_pepper', 'licorice', 'curry', 'pungent']","{'Citrus': 1.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 4.0, 'Resin / Pine': 0.0}",13.0,17.5,15.3,4.0,6.5,5.3,2.0,4.0,3.0,28.0,40.0,34.0,2.4,4.5,3.5,,9.0,18.0,13.5,6.0,11.0,8.5,,10.0,40.0,,45.0,60.0,52.5,0.0,1.0,0.5,48.0,0.48,,,,,,
Zythos Hop,Dual,United States of America (USA),,® Hopunion,"['tangerine', 'citrus', 'floral', 'pine', 'grapefruit', 'tropical_fruit']",,10.0,12.5,11.3,4.7,6.2,5.5,2.0,3.0,2.0,28.0,31.0,29.5,0.7,1.2,1.0,,14.0,23.0,18.5,7.0,10.0,8.5,,14.0,48.0,,30.0,50.0,40.0,1.0,3.0,2.0,,,,,,,,
